정책번호,정책제공방법코드,정책명,정책키워드명,정책설명내용,정책대분류명,정책중분류명,정책지원내용,주관기관코드명,운영기관코드명,신청기간구분코드,사업기간구분코드,사업기간시작일자,사업기간종료일자,사업기간기타내용,정책신청방법내용,심사방법내용,신청URL주소,제출서류내용,기타사항내용,참고URL주소,참고URL주소,지원도착순서여부,지원대상최소연령,지원대상최대연령,결혼상태코드,소득조건구분코드,소득기타내용,추가신청자격조건내용,참여제안대상내용,조회수,정책거주지역코드,정책전공요건코드,정책취업요건코드,정책학력요건코드,신청기간,정책특화요건코드,신청시작일,신청마감일,정책세부분류명,원래_정책거주지역코드
20250328005400210670,기타,서귀포시 취업준비 청년 자격증 등 응시료 지원사업 ,장기미취업청년,취업준비 청년의 경제적 부담을 줄이고 취업 역량 강화를 위해 자격증 및 어학시험 응시료를 지원합니다.,일자리(교육),취업,"1인당 연 1회, 최대 10만원 한도로 자격증 및 어학시험 응시료 실비를 지원합니다.",서귀포시,,특정기간,특정기간,20250210,2025-12-31,,서귀포시청 홈페이지에서 신청 접수합니다.,"홈페이지 시스템을 통해 처리대기, 처리중, 지급완료 상태를 통지하며, 신청월 기준 익월에 지원금을 지급합니다.",https://www.seogwipo.go.kr/group/selfgoverning/planning/application/intro.htm,"- 주민등록초본  
- 통장사본  
- 응시확인서 또는 성적표  
- 결제영수증  
- 건강보험자격득실확인서  
- 사실증명서",nan,,,Y,19.0,39.0,제한없음,무관,nan,"신청일 기준 서귀포시에 주민등록이 되어 있고, 응시일 기준 미취업자이며 사업자등록이 없는 자",nan,60,제주특별자치도 서귀포시,제한없음,미취업자,제한없음,20250210 ~ 20251215,제한없음,2025-02-10,2025-12-15,기타,50130
20250328005400210668,보조금,미래두배 청년통장(대전),금리혜택,근로자가 월 15만원씩 2년간 저축하면 만기 시 적립금과 동일한 금액을 지원하는 사업입니다.,일자리(교육),재직자,"중위소득 140% 이하의 근로자(임금근로자, 사업근로자)로, 월 130시간 이상 근로하고 대전광역시에 거주하며 2년간 근로와 저축을 유지해야 합니다. 2025년 12월에 선정되어 2026년 1월부터 저축을 시작해 2028년 1월까지 조건을 유지해야 합니다. 본인 저축액 360만원에 시 지원금 360만원을 더해 총 720만원을 받게 됩니다.",청년정책과,재단법인대전청년내일재단,특정기간,기타,        ,,선정된 년과 월로 부터 2년 2개월,온라인 신청 (홈페이지 개편 중),"심사기간 내 접수 후 선정기준에 따라 순위 결정, 순위 내 1,500명 선발. 선정기준은 현재 개편 중이며, 결과는 홈페이지에 공고됩니다.",,"- 참여신청서  
- 개인정보 수집 제공동의서  
- 전자증명서 발급(네이버, 카카오톡 등)  
- 주민등록 초본(최근 5년)  
- 주민등록 등본  
- 건강보험료 관련 서류  
- 사업자 등록증(사업근로자만 해당)  
- 고용보험 자격이력내역서(필요시)  
- 4대 사회보험 가입자 가입내역 확인서  
- 재직증명서(임금근로자만 해당)  
- 근로계약서 또는 위촉계약서(특수관계 근로자만 해당)  
- 소득 확인용 서류(특수관계 근로자만 해당, 3개월분)  
- 사업활동 증빙 서류(사업근로자만 해당, 3개월분 매출 자료)",nan,https://www.daejeonyouthportal.kr/,https://www.dhrdf.or.kr/html/kr/,N,18.0,39.0,제한없음,기타,중위소득 140% 이하,nan,nan,1508,"대전광역시 동구, 대전광역시 중구, 대전광역시 서구, 대전광역시 유성구, 대전광역시 대덕구",제한없음,"재직자, 자영업자, 일용근로자, 기타",제한없음,99991231 ~ 99991231,제한없음,,,기타,"30110,30140,30170,30200,30230"
20250327005400210667,프로그램,경기도 청년 푸드창업 허브,"교육지원,맞춤형상담서비스",도내 청년(만 39세 이하)을 위한 원-스톱 외식업 창업지원 프로그램 운영,일자리(교육),창업,"창업 기본교육 및 컨설팅, 메뉴개발 및 조리교육을 포함한 창업성공패키지 제공. 브랜딩 및 디자인 지원, 개별 주방 입점으로 외식업 경영 실습 기회 제공",경기도,재단법인경기도시장상권진흥원,상시,기타,        ,,상시(기수별 4개월/ 연간 3기수 운영),"기수별 모집 공고 및 신청 (기수별 4개월, 연간 3기수 운영)",경기도시장상권진흥원 홈페이지에 심사 및 선정 결과 발표,https://ggbaro.kr/web/index.do,"1. 지원신청서  
2. 개인정보 수집 및 이용 동의서  
3. 창업계획서  
4. 총사업자 등록내역 사실증명  
5. 신분증 사본  
6. 주민등록표초본",nan,https://youth.gg.go.kr/gg/intro/youth-policy-job-test.do?mode=view&articleNo=7663&article.offset=0&articleLimit=10,,N,19.0,39.0,제한없음,무관,nan,nan,nan,700,경기도,제한없음,(예비)창업자,제한없음,,제한없음,,,창업,"41111,41113,41115,41117,41131,41133,41135,41150,41171,41173,41192,41194,41196,41210,41220,41250,41271,41273,41281,41285,41287,41290,41310,41360,41370,41390,41410,41430,41450,41461,41463,41465,41480,41500,41550,41570,41590,41610,41630,41650,41670,41800,41820,41830"
20250327005400210665,프로그램,청년 행정체험 인턴,인턴,사회진입 이행기 청년에게 일경험 제공을 통한 취업역량 강화,일자리(교육),취업,"행정업무 보조, 교육 및 프로그램 보조 등 시정업무 경험 기회 제공",시흥시,,특정기간,특정기간,20250101,2025-12-31,,시 홈페이지에서 신청 (대표 홈페이지 - 참여소통 - 시흥청년 행정체험 인턴),nan,https://www.siheung.go.kr/portal/youth/intern/anm/list.do?anmType=1&mId=0101020100,"주민등록초본, 본인 명의 통장 사본",nan,,,N,19.0,29.0,제한없음,무관,nan,nan,사업 참여 후 1년간 재참여 불가,224,경기도 시흥시,제한없음,미취업자,제한없음,20250101 ~ 20251231,제한없음,2025-01-01,2025-12-31,기타,41390
20250327005400210663,기타,스터디카페·독서실 이용료 지원,보조금,2025년도에 원주시에 1개월 이상 거주 중인 만18세에서 39세 청년 중 스터디카페·독서실 이용료를 결제한 청년에게 지원.,일자리(교육),취업,"2025년에 결제한 관내 스터디카페·독서실 이용료를 1인 연 1회 최대 100,000원 지원.",원주시,,특정기간,특정기간,20250203,2025-11-28,,"신청기간: 2025. 2. 3.(월) 09:00 ~ 11. 28.(금) 18:00(예산 소진 시 마감).  
방문 접수: 원주시청 복지정책과 청년정책팀, 평일 09:00~18:00(점심시간 제외).  
온라인 접수: 원주시 청년지원센터 홈페이지 > 프로그램 신청.",nan,https://www.wonju.go.kr/wjyouth/viewTnWjyouthProgrmU.do?progrmNo=29&key=5942,"1. 주민등록초본(주소변동사항 포함) 1부  
2. 신청서 1부  
3. 개인정보 수집 및 이용 동의서 1부  
4. 지원 대상 증명 서류 택1 1부  
5. 건강보험자격득실 확인서 1부  
6. 사업자등록사실여부 증명서 1부  
7. 스터디카페·독서실 비용 증빙서류 1부  
8. 본인 명의 통장사본 1부",nan,,,Y,18.0,39.0,제한없음,무관,nan,"원주시에 1개월 이상 거주 중인 만18~39세 청년 중 대학교 3학년 마친 휴학생, 대학교 4학년 재학생, 일반 청년 중 취업 준비 중인 청년.","고등학생, 대학 재학생 및 휴학생(1~3학년), 직장인, 사업자.",133,강원특별자치도 원주시,제한없음,미취업자,"고교 졸업, 대졸 예정, 대학 졸업",20250203 ~ 20251128,제한없음,2025-02-03,2025-11-28,기타,51130
20250327005400210660,기타,청년 취업 면접정장 지원,바우처,원주시에 1개월 이상 거주 중인 만18세에서 39세 청년 중 면접 일정이 잡힌 청년에게 면접정장 무료 대여,일자리(교육),취업,"면접정장 세트 무료 대여 지원(3박 4일간, 택배 수령·반납 포함), 1인 연 최대 3회",원주시,,특정기간,특정기간,20250203,2025-11-28,,"신청기간: 2025. 2. 3.(월) 09:00~11. 28.(금) 18:00(예산 소진 시 마감)  
방문 접수: 원주시청 복지정책과 청년정책팀, 평일 09:00~18:00 (점심시간 제외)  
온라인 접수: 원주시 청년지원센터 홈페이지 > 프로그램 신청  
지원절차: 면접 7~15일 전 신청, 쿠폰번호 수령 후 면접 정장 대여 신청",nan,https://www.wonju.go.kr/wjyouth/viewTnWjyouthProgrmU.do?progrmNo=33&key=5942,"1. 주민등록초본(주소변동사항 포함) 1부 (신청일 기준 1개월 내 발급분만 인정)  
2. 신청서 1부 [붙임 1]  
3. 개인정보 수집 및 이용 동의서 1부 [붙임 2]  
4. 면접 일정 등 세부 내용이 확인되는 증빙서류 (면접공고, 1차 시험 합격 서류, 접수증 등)",nan,,,Y,18.0,39.0,제한없음,무관,nan,nan,nan,37,강원특별자치도 원주시,제한없음,제한없음,제한없음,20250203 ~ 20251128,제한없음,2025-02-03,2025-11-28,기타,51130
20250327005400210659,기타,AI면접 및 역량검사 체험 지원,교육지원,청년 취업 역량 강화 지원,일자리(교육),"취업,미래역량강화","- AI 면접 및 역량검사 체험
- 개인별 결과 분석 및 녹화영상 제공
- 면접 학습 지원
- AI 이용 자기소개서 작성 및 첨삭
- NCS 자료 및 대기업 인적성검사 자료 제공",원주시,,특정기간,특정기간,20250304,2025-12-31,,"- 방문: 원주시청 2층, 복지정책과 청년정책팀 (평일 09:00~18:00, 점심시간 제외)
- 온라인: 원주시 청년지원센터 홈페이지에서 프로그램 신청",nan,https://www.wonju.go.kr/wjyouth/viewTnWjyouthProgrmU.do?progrmNo=35&key=5942,"- 신청서 1부
- 개인정보 수집 및 이용 동의서 1부
- 주민등록초본 1부 (주민등록번호 뒷자리 및 주소변동사항 미포함, 신청일 기준 1개월 이내 발급분)",nan,,,Y,18.0,39.0,제한없음,무관,nan,nan,nan,36,강원특별자치도 원주시,제한없음,제한없음,제한없음,20250304 ~ 20251231,제한없음,2025-03-04,2025-12-31,취업지원,51130
20250325005400210653,보조금,대전산업단지 2030 일자리 육성 프로젝트,"보조금,중소기업","대전산업단지의 지식산업, 정보통신산업 및 특화산업 분야 입주기업에 청년 취업을 연계하여 신규 고용창출과 기업 경쟁력 강화를 목표로 합니다.",일자리(교육),취업,"만 39세 이하 대전지역 미취업 청년을 채용한 대전산업단지 입주기업에 대해 신규채용인력 1인당 2,400만원 기준으로 90%까지의 인건비와 정규직 유지 시 인센티브 1,000만원을 지원합니다.",지역청년정책과,,마감,기타,        ,,채용시기 등 상이하여 사업(종료)기간이 인원 별로 상이함,nan,nan,,nan,nan,,,N,18.0,39.0,제한없음,무관,nan,nan,nan,49,"대전광역시 동구, 대전광역시 중구, 대전광역시 서구, 대전광역시 유성구, 대전광역시 대덕구","인문계열, 사회계열, 상경계열, 이학계열, 공학계열, 예체능계열, 농산업계열, 기타",미취업자,제한없음,,중소기업,,,기타,"30110,30140,30170,30200,30230"
20250325005400210652,보조금,우수기업 청년채용 지원사업,"보조금,중소기업",유망중소기업과 좋은일터 인증기업 등 우수 지역기업에 청년취업을 연계하여 청년일자리 창출 및 중소·중견기업 경쟁력 강화를 목표로 합니다.,일자리(교육),취업,"대전지역 만 39세 이하 미취업 청년을 채용한 일정 규모의 중소기업에 대해 신규 채용 인력 1인당 연 2,400만 원 기준으로 90%의 인건비를 지원하며, 정규직 2년 유지 시 인센티브 1,000만 원을 추가 지원합니다.",지역청년정책과,,마감,기타,        ,,채용시기 등 상이하여 사업(종료)기간이 인원 별로 상이함,nan,nan,,nan,nan,,,N,18.0,39.0,제한없음,무관,nan,nan,nan,12,"대전광역시 동구, 대전광역시 중구, 대전광역시 서구, 대전광역시 유성구, 대전광역시 대덕구","인문계열, 사회계열, 상경계열, 이학계열, 공학계열, 예체능계열, 농산업계열, 기타",미취업자,제한없음,,중소기업,,,기타,"30110,30140,30170,30200,30230"
20250317005400210641,공공기관,청년예술청 운영,보조금,"청년예술인의 예술생태계 안착 지원 및 창작, 교육, 교류 활성화를 위한 '청년예술인 종합지원 플랫폼' 운영",일자리(교육),예술인지원,"1) 청년예술인 창업지원 프로그램: 청년예술인의 신산업 콘텐츠 발굴 및 자생력 제고를 위한 단계별 지원  
2) 청년예술인 커뮤니티 사업: 능동적 상호작용을 통한 협업 촉진 및 교류 기회 확대  
3) 공간 및 대관 운영: 청년예술인을 위한 창작 활동 기반 제공 (서울시 서대문구 위치, 총 6개소)",서울문화재단,,상시,특정기간,20250101,2025-12-31,,nan,nan,,nan,"- 사업 근거: 서울예술인플랜 및 서울형 예술교육 관련 정책  
- 추진 경과: 2016년부터 2021년까지의 청년예술청 조성 및 운영 관련 주요 일정  
- 사업 기간: 2025년 1~12월  
- 사업비: 900백만원",https://www.sapy.kr/MAIN,,N,19.0,39.0,제한없음,무관,nan,"나이, 경력, 장르 등 기존 기준을 벗어나 유연한 태도로 새로움을 추구하는 39세 이하 청년예술인",nan,837,"서울특별시 종로구, 서울특별시 중구, 서울특별시 용산구, 서울특별시 성동구, 서울특별시 광진구, 서울특별시 동대문구, 서울특별시 중랑구, 서울특별시 성북구, 서울특별시 강북구, 서울특별시 도봉구, 서울특별시 노원구, 서울특별시 은평구, 서울특별시 서대문구, 서울특별시 마포구, 서울특별시 양천구, 서울특별시 강서구, 서울특별시 구로구, 서울특별시 금천구, 서울특별시 영등포구, 서울특별시 동작구, 서울특별시 관악구, 서울특별시 서초구, 서울특별시 강남구, 서울특별시 송파구, 서울특별시 강동구",제한없음,제한없음,제한없음,,기타,,,기타,"11110,11140,11170,11200,11215,11230,11260,11290,11305,11320,11350,11380,11410,11440,11470,11500,11530,11545,11560,11590,11620,11650,11680,11710,11740"
20250316005400210639,계약(위탁운영),청년인생설계학교 운영,교육지원,"인생전환기 청년들에게 주체적인 인생설계 기회를 제공하며, 자기이해 및 진로탐색 프로그램을 통해 자존감 회복과 자립역량을 강화합니다.",일자리(교육),미래역량강화,"- 사업 근거: 「청년기본법」제19조, 「서울특별시 청년 기본 조례」제11조
- 추진 경과: 2017년부터 청년인생설계학교 운영, 프로그램 전문성 향상 및 접근성 강화
- 사업 기간: 2018년부터
- 사업 대상: 서울시 거주 19~39세 청년, 소득 기준 무관, 취약 청년 우선선정
- 사업 내용: 진로모색 단계별 맞춤형 프로그램, 자기 진단도구 및 그룹 코칭 제공
- 사업비: 1,170백만원",청년정책담당관,,특정기간,특정기간,20250101,2025-12-31,,nan,nan,,nan,nan,,,N,19.0,39.0,제한없음,무관,nan,"국민기초생활수급권자, 차상위계층, 기준중위소득 100% 이하 가구 등 취약 청년 우선선정(반 별 정원 50%이내)",nan,54,"서울특별시 종로구, 서울특별시 중구, 서울특별시 용산구, 서울특별시 성동구, 서울특별시 광진구, 서울특별시 동대문구, 서울특별시 중랑구, 서울특별시 성북구, 서울특별시 강북구, 서울특별시 도봉구, 서울특별시 노원구, 서울특별시 은평구, 서울특별시 서대문구, 서울특별시 마포구, 서울특별시 양천구, 서울특별시 강서구, 서울특별시 구로구, 서울특별시 금천구, 서울특별시 영등포구, 서울특별시 동작구, 서울특별시 관악구, 서울특별시 서초구, 서울특별시 강남구, 서울특별시 송파구, 서울특별시 강동구",제한없음,제한없음,제한없음,20250401 ~ 20251130,기타,2025-04-01,2025-11-30,기타,"11110,11140,11170,11200,11215,11230,11260,11290,11305,11320,11350,11380,11410,11440,11470,11500,11530,11545,11560,11590,11620,11650,11680,11710,11740"
20250316005400210633,공공기관,청년안심주택 공급활성화(임차보증금 무이자지원),금리혜택,청년과 신혼부부의 안정적인 주거환경을 위해 청년안심주택 입주자에게 주거비를 지원합니다.,주거,주택 및 거주지,"- 사업 근거: 「서울시 보증금지원형 장기안심주택 업무처리 지침」
- 추진 경과: 2016년 역세권 청년주택 공급계획 수립, 2019년 청년·신혼부부 주거비 지원계획 수립 및 역세권 청년주택 혁신방안 발표
- 사업 기간: 2021년 1월부터
- 사업 대상: 청년안심주택 및 민간임대주택 입주(예정)자, 연령 19~39세, 소득 전년도 도시근로자 가구당 월평균소득의 100%(신혼부부 120%) 이하, 자산 청년 2억 7,300만원 이하 / 신혼부부 3억 4,500만원 이하
- 사업 내용: 임차보증금 무이자 지원 (1억원 초과시 보증금의 30%, 1억 이하는 보증금의 50%, 최대 지원금액 청년 4,500만원 / 신혼부부 6,000만원)
- 사업 주체: 서울시, SH공사
- 사업 추진절차: 임대차 계약 체결 후 약정서 작성 및 구비서류 제출, 소득심사 후 지원금액 지급 및 보증보험 가입",건축기획관,,상시,특정기간,20250101,2025-12-31,,nan,nan,,nan,nan,,,N,19.0,39.0,제한없음,기타,전년도 도시근로자 가구당 월평균소득의 100%(신혼부부 120%) 이하,nan,nan,3976,"서울특별시 종로구, 서울특별시 중구, 서울특별시 용산구, 서울특별시 성동구, 서울특별시 광진구, 서울특별시 동대문구, 서울특별시 중랑구, 서울특별시 성북구, 서울특별시 강북구, 서울특별시 도봉구, 서울특별시 노원구, 서울특별시 은평구, 서울특별시 서대문구, 서울특별시 마포구, 서울특별시 양천구, 서울특별시 강서구, 서울특별시 구로구, 서울특별시 금천구, 서울특별시 영등포구, 서울특별시 동작구, 서울특별시 관악구, 서울특별시 서초구, 서울특별시 강남구, 서울특별시 송파구, 서울특별시 강동구",제한없음,제한없음,제한없음,,제한없음,,,금융지원,"11110,11140,11170,11200,11215,11230,11260,11290,11305,11320,11350,11380,11410,11440,11470,11500,11530,11545,11560,11590,11620,11650,11680,11710,11740"
20250316005400210632,계약(위탁운영),청년안심주택 공급(매입),공공임대주택,역세권의 민간소유 토지를 개발하여 청년층에게 쾌적하고 저렴한 주택을 공급함으로써 주거안정을 도모하고 지역경제를 활성화하고자 함.,주거,주택 및 거주지,"- 사업 근거: 「민간임대주택에 관한 특별법」, 「서울특별시 청년안심주택 공급 지원에 관한 조례」
- 추진 경과: 2016년부터 2024년까지 다양한 조례 제정 및 개정
- 사업 기간: 2016년 7월 ~ 2025년 12월
- 사업 대상: 청년 및 신혼부부 (연령: 19~39세, 소득: 도시근로자 월평균소득 100% ~120% 이하)
- 사업 내용: 역세권에 민간이 임대주택을 건설하고 일부를 청년안심주택으로 매입하여 공급
- 사업비: 79,662백만원 (국비 66,350 / 시비 13,312)",건축기획관,,상시,특정기간,20250101,2025-12-31,,nan,nan,,nan,nan,,,N,19.0,39.0,제한없음,기타,도시근로자 월평균소득 100% ~120% 이하,nan,nan,485,"서울특별시 종로구, 서울특별시 중구, 서울특별시 용산구, 서울특별시 성동구, 서울특별시 광진구, 서울특별시 동대문구, 서울특별시 중랑구, 서울특별시 성북구, 서울특별시 강북구, 서울특별시 도봉구, 서울특별시 노원구, 서울특별시 은평구, 서울특별시 서대문구, 서울특별시 마포구, 서울특별시 양천구, 서울특별시 강서구, 서울특별시 구로구, 서울특별시 금천구, 서울특별시 영등포구, 서울특별시 동작구, 서울특별시 관악구, 서울특별시 서초구, 서울특별시 강남구, 서울특별시 송파구, 서울특별시 강동구",제한없음,제한없음,제한없음,,제한없음,,,임대주택,"11110,11140,11170,11200,11215,11230,11260,11290,11305,11320,11350,11380,11410,11440,11470,11500,11530,11545,11560,11590,11620,11650,11680,11710,11740"
20250316005400210629,보조금,청년 월세 지원,보조금,"청년층의 주거비 부담을 완화하여 주거 수준을 향상시키고, 내 집 마련, 결혼, 출산, 양육 등 생애 다음 단계로의 성장을 지원합니다.",주거,전월세 및 주거급여 지원,"- 법적 근거: 「주거기본법」제15조, 「청년기본법」제20조, 「서울특별시 청년주거 기본 조례」제7조, 「서울특별시 청년 기본 조례」제13조
- 추진 경과: 2019년 청년자율예산제 요구, 2020~2024년 청년 월세 지원 사업 모집
- 사업 기간: 2025년 1월 1일부터 12월 31일까지
- 사업 대상: 서울시 월세 거주 무주택 청년 1인 가구
  - 연령: 19~39세
  - 소득: 건강보험료 납입 기준 중위소득 150% 이하
  - 재산: 일반재산 1억 3천만원 이하, 자동차 2,500만원 미만
  - 기타 조건: 임차보증금 8천만원 이하 및 월세 60만원 이하
- 사업 내용: 월 임차료 20만원 지원(12개월, 생애 1회)
- 사업비: 45,817백만원",주택정책관,,특정기간,특정기간,20250101,2025-12-31,,nan,nan,,nan,nan,,,N,19.0,39.0,미혼,기타,건강보험료 납입 기준 중위소득 150% 이하,nan,nan,1091,"서울특별시 종로구, 서울특별시 중구, 서울특별시 용산구, 서울특별시 성동구, 서울특별시 광진구, 서울특별시 동대문구, 서울특별시 중랑구, 서울특별시 성북구, 서울특별시 강북구, 서울특별시 도봉구, 서울특별시 노원구, 서울특별시 은평구, 서울특별시 서대문구, 서울특별시 마포구, 서울특별시 양천구, 서울특별시 강서구, 서울특별시 구로구, 서울특별시 금천구, 서울특별시 영등포구, 서울특별시 동작구, 서울특별시 관악구, 서울특별시 서초구, 서울특별시 강남구, 서울특별시 송파구, 서울특별시 강동구",제한없음,제한없음,제한없음,20250701 ~ 20250831,제한없음,2025-07-01,2025-08-31,금융지원,"11110,11140,11170,11200,11215,11230,11260,11290,11305,11320,11350,11380,11410,11440,11470,11500,11530,11545,11560,11590,11620,11650,11680,11710,11740"
20250316005400210628,프로그램,신혼부부 청년 임차보증금 지원사업,금리혜택,신혼부부와 청년의 주거안정을 위한 주거비 부담 완화,주거,전월세 및 주거급여 지원,"- 추진근거: 서울특별시 주거기본조례 제7조, 출산 및 양육지원에 관한 조례 제4조, 청년주거 기본 조례 제7조  
- 추진경과:  
  - 2017.01: 청년 임차보증금 이자지원 사업 시행  
  - 2018.05: 신혼부부 임차보증금 이자지원 사업 시행  
  - 2020.01: 1차 금융지원 확대(소득기준, 지원금리 확대)  
  - 2023.05: 2차 금융지원 확대(대출한도 확대, 추가 지원금리 신설 등)  
  - 2024.07: 3차 금융지원 확대(소득기준, 지원금리 확대 등)  
- 사업 내용: 신혼부부 및 청년 보증금 이자지원  
- 사업비: 90,071백만원",주택정책관,,특정기간,특정기간,20250101,2025-12-31,,nan,nan,,nan,nan,,,N,19.0,39.0,제한없음,연소득,nan,nan,nan,297,"서울특별시 종로구, 서울특별시 중구, 서울특별시 용산구, 서울특별시 성동구, 서울특별시 광진구, 서울특별시 동대문구, 서울특별시 중랑구, 서울특별시 성북구, 서울특별시 강북구, 서울특별시 도봉구, 서울특별시 노원구, 서울특별시 은평구, 서울특별시 서대문구, 서울특별시 마포구, 서울특별시 양천구, 서울특별시 강서구, 서울특별시 구로구, 서울특별시 금천구, 서울특별시 영등포구, 서울특별시 동작구, 서울특별시 관악구, 서울특별시 서초구, 서울특별시 강남구, 서울특별시 송파구, 서울특별시 강동구",제한없음,제한없음,제한없음,20250701 ~ 20251231,제한없음,2025-07-01,2025-12-31,금융지원,"11110,11140,11170,11200,11215,11230,11260,11290,11305,11320,11350,11380,11410,11440,11470,11500,11530,11545,11560,11590,11620,11650,11680,11710,11740"
20250316005400210626,공공기관,청년 매입임대주택 사업,공공임대주택,무주택 저소득 청년층의 주거 안정을 위해 신축 주택을 매입하여 저렴하게 공급합니다.,주거,주택 및 거주지,"- 사업 근거: 공공주택특별법 제43조, 기존주택 등 매입임대주택 업무처리지침  
- 추진 경과:  
  - 2022년 기존주택 매입임대주택 공급계획  
  - 2023년 기존주택 등 매입임대주택 공급계획  
  - 2024년 기존주택 등 매입임대주택 공급계획  
- 사업 기간: 2025년 1월 ~ 2025년 12월  
- 사업 대상: 19세~39세의 대학생, 취업준비생 등 청년으로, 전년도 도시근로자 월평균소득 100% 이하이며 자산기준 제한이 있습니다.  
- 사업 내용: 민간이 건설한 다가구, 다세대 등 양호한 신축 예정 주택을 서울주택도시공사에서 매입하여 무주택 저소득 청년층에게 저렴하게 공급합니다.  
- 사업비: 총 55,709백만원 (국비 38,709백만원, 지방비 17,000백만원)",주택정책관,,상시,특정기간,20250101,2025-12-31,,nan,nan,,nan,nan,,,N,19.0,39.0,제한없음,기타,전년도 도시근로자 월평균소득 100% 이하,nan,nan,441,"서울특별시 종로구, 서울특별시 중구, 서울특별시 용산구, 서울특별시 성동구, 서울특별시 광진구, 서울특별시 동대문구, 서울특별시 중랑구, 서울특별시 성북구, 서울특별시 강북구, 서울특별시 도봉구, 서울특별시 노원구, 서울특별시 은평구, 서울특별시 서대문구, 서울특별시 마포구, 서울특별시 양천구, 서울특별시 강서구, 서울특별시 구로구, 서울특별시 금천구, 서울특별시 영등포구, 서울특별시 동작구, 서울특별시 관악구, 서울특별시 서초구, 서울특별시 강남구, 서울특별시 송파구, 서울특별시 강동구",제한없음,미취업자,제한없음,,제한없음,,,임대주택,"11110,11140,11170,11200,11215,11230,11260,11290,11305,11320,11350,11380,11410,11440,11470,11500,11530,11545,11560,11590,11620,11650,11680,11710,11740"
20250316005400210624,프로그램,로컬크리에이터 양성(로컬인서울),"교육지원,대출,보조금,금리혜택",지역의 역사적·문화적 특색을 살린 상품·서비스로 로컬브랜드 상권 활성화에 기여할 청년 창업가를 양성하고 지원합니다.,일자리(교육),창업,"- 서울시 소상공인 및 청년창업 지원 조례에 근거하여 로컬브랜드 상권 육성계획을 추진합니다.
- 로컬크리에이터 양성과정(로컬인서울)을 운영하며, 사업화 자금 3,000만원 및 창업자금 융자 최대 1억원을 지원합니다.
- 상권 내 안정적 창업을 위한 후속 컨설팅을 제공합니다.
- 사업 기간은 2022년 9월부터 계속되며, 대상은 서울시 거주 19세~39세 청년입니다.
- 사업비는 235백만원입니다.",상권활성화과,,상시,특정기간,20250101,2025-12-31,,nan,nan,,nan,nan,,,N,19.0,39.0,제한없음,무관,nan,nan,nan,916,"서울특별시 종로구, 서울특별시 중구, 서울특별시 용산구, 서울특별시 성동구, 서울특별시 광진구, 서울특별시 동대문구, 서울특별시 중랑구, 서울특별시 성북구, 서울특별시 강북구, 서울특별시 도봉구, 서울특별시 노원구, 서울특별시 은평구, 서울특별시 서대문구, 서울특별시 마포구, 서울특별시 양천구, 서울특별시 강서구, 서울특별시 구로구, 서울특별시 금천구, 서울특별시 영등포구, 서울특별시 동작구, 서울특별시 관악구, 서울특별시 서초구, 서울특별시 강남구, 서울특별시 송파구, 서울특별시 강동구",제한없음,(예비)창업자,제한없음,,제한없음,,,창업,"11110,11140,11170,11200,11215,11230,11260,11290,11305,11320,11350,11380,11410,11440,11470,11500,11530,11545,11560,11590,11620,11650,11680,11710,11740"
20250316005400210623,공공기관,청년 골목창업 지원,"교육지원,금리혜택","청년창업 지원을 통해 혁신적인 청년 사업가를 양성하고, 지속가능한 골목창업환경 조성을 통해 지역경제를 활성화합니다.",일자리(교육),창업,"- 사업 근거: 서울특별시 소상공인 보호 및 지원에 관한 조례
- 추진 경과: 프렙 아카데미 개소 및 교육 진행
- 사업 기간: 2021년 7월부터 계속
- 사업 대상: 서울 소재 19~39세 외식업·베이커리·식음료 분야 예비창업가
- 사업 내용: 이론교육, 실습교육, 멘토링, 사후관리
- 사업비: 2,209백만원 (시비 100%)",소상공인정책과,,마감,특정기간,20250101,2025-12-31,,"상반기: 신청마감  
하반기: 7월 말 ~ 8월 초 예정",nan,,nan,nan,,,N,19.0,39.0,제한없음,무관,nan,nan,nan,976,"서울특별시 종로구, 서울특별시 중구, 서울특별시 용산구, 서울특별시 성동구, 서울특별시 광진구, 서울특별시 동대문구, 서울특별시 중랑구, 서울특별시 성북구, 서울특별시 강북구, 서울특별시 도봉구, 서울특별시 노원구, 서울특별시 은평구, 서울특별시 서대문구, 서울특별시 마포구, 서울특별시 양천구, 서울특별시 강서구, 서울특별시 구로구, 서울특별시 금천구, 서울특별시 영등포구, 서울특별시 동작구, 서울특별시 관악구, 서울특별시 서초구, 서울특별시 강남구, 서울특별시 송파구, 서울특별시 강동구",제한없음,"자영업자, (예비)창업자",제한없음,,제한없음,,,창업,"11110,11140,11170,11200,11215,11230,11260,11290,11305,11320,11350,11380,11410,11440,11470,11500,11530,11545,11560,11590,11620,11650,11680,11710,11740"
