정책번호,정책제공방법코드,정책명,정책키워드명,정책설명내용,정책대분류명,정책중분류명,정책지원내용,주관기관코드명,운영기관코드명,신청기간구분코드,사업기간구분코드,사업기간시작일자,사업기간종료일자,사업기간기타내용,정책신청방법내용,심사방법내용,신청URL주소,제출서류내용,기타사항내용,참고URL주소1,참고URL주소2,지원도착순서여부,지원대상최소연령,지원대상최대연령,결혼상태코드,소득조건구분코드,소득기타내용,추가신청자격조건내용,참여제안대상내용,조회수,정책거주지역코드,정책전공요건코드,정책취업요건코드,정책학력요건코드,신청시작일자,신청종료일자,정책특화요건코드
20240419005400200023,교육,청년 창업기업 경영안정자금 금리 확대 지원,"창업,064,부담과",청년 사업자의 금융 비용 부담과 신용 위험의 증가에 따라 도내 청년 창업 기업의 준비된 창업 육성 지원,"복지문화, 일자리","건강,창업","ㅁ  대표내용
 ㅇ 청년 사업자의 금융 비용 부담과 신용 위험의 증가에 따라 도내 청년 창업 기업의 준비된 창업 육성 지원
 ㅇ 청년 창업 및 성장이 원활한 선순환 창업 생태계 조성을 위한 토대 마련

ㅁ 지원대상 및 내용
  ㅇ 만 39세 이하, 창업 후 3년 이내의 청년창업기업에 추가 지원을 통해 대출이자를 지원(1~2%)
  ㅇ 도내 창업지원 기관(더큰내일센터 등)에서 창업 교육을 이수한 청년창업가는 융자 추천금액 상향 지원
  ㅇ 적용기준: 시행일 이후 융자 추천 건부터 적용


ㅁ 지원상세
  ㅇ 대출금리
    (청년창업기업)
   - 지원대상 : 대표자가 39세이하이고 사업자등록 후 3년이내 창업기업
   - 금리지원 : (1회차)일반 이차보전율 + 2%/(2회차) 일반 이차보전율 +1%
     ※ 상세내역은 관련 홈페이지 지원상세 공고문 참고


ㅇ (접수처 및 문의처) 

- 제주특별자치도 경제통상진흥원 자금지원팀

- (제주시) 제주시 연삼로 473 경제통상진흥원 지하1층(☎ 064-805-3370~1)

- (서귀포시) 서귀포시 일주동로 8532 축산업협동조합 3층(☎ 064-805-3380~1)

ㅇ (사업부서) 제주특별자치도 소상공인과(☎ 064-710-3905, 3906)",제주특별자치도,제주특별자치도 소상공인과,마감,,,,,,,,,,https://jejuyouthdream.com/policy/93?page=2&size=48,,N,19,39,,,,"지역기준 : 제주도, 제주시, 서귀포시",,44,제주특별자치도,제한없음,제한없음,제한없음,,,제한없음
20240419005400200016,시설제공,주택 연세 · 월세 대출,"무주택,자녀출산,월세",무주택·자녀출산 가정 및 사회초년생에 대한 연·월세 자금 및 대출이자 지원을 통해 주거약자의 주거비 부담을 완화하고 무주택 서민의 주거 안정을 도모,주거,전월세 및 주거급여 지원,"□ 지원내용

  ○ 대표 내용 / 지원 대상자
   - 사회초년생: 만 19세~39세 이하 사회초년생(재직기간 5년이내)
   - 신혼부부, 자녀출산: 신청일 기준 7년 이내의 신혼부부나 자녀출산 가정

  ○ 지원받을 수 있는 사항(연·월세)
   - 주택자금 대출(잔액 기준) 이율 3.5%(최대 21만원) 지원
   - 대출한도 연 600만원(최대 2년간 1,200만원 대출 / 최장 4년 원금균등상환)


  ○  아래의 경우만 참여 가능
   - 보증금 3천만원 이하로 연세 720만원 또는 월세 60만원 이하의 부동산 임대차 계약을 한 도민

  ○ 지원상세
    ㅇ 연·월세자금 대출이자 지원 정책이란 ?
    - 무주택·자녀출산 가정 및 사회초년생에 대한 연·월세 자금 및 대출이자 지원을 통해 주거약자의 주거비 부담을 완화하고 무주택 서민의 주거 안정을 도모
    - 대상(임차) 주택 : 전용 85m2 이하의 주택(읍, 면지역은 100m2)
    - 생활형 숙박시설, 상업용숙박시설은 제외

  ○  연·월세 지원대상자 상세 안내
   - 도내거주, 금융권에서 주거안정 연월세 대출받은 혼인 및 자녀출 산 7년이내 무주택 신혼부부 또는 자녀출산가정.
   - 도내 거주, 금융권에서 주거안정 연월세 대출받은 만 19세~39세 이 하 사회 초년생(재직기간 5년 이내)

 
□ 더 자세한 내용 알아보기

- 각 사업에 대한 자세한 내용은 제주도청 누리집(도정뉴스>입법·고시·공고)에서 확인하거나, 
- 도청 주택토지과 주거복지팀(☎710-4251~4252), 제주시 주택과(☎728-3072), 
   서귀포시 건축과(☎760-3013)로 전화문의
- 참고. 제주시청 홈페이지 공고
   https://www.jejusi.go.kr/index.ac",제주특별자치도 / 주택토지과(주거복지팀),제주특별자치도,마감,,,,,"□ 신청방법
- 제주도청 주택토지과(710-4252) 방문접수
- 연중접수",,,,,https://jejuyouthdream.com/policy/110?page=2&size=48,,N,19,39,,,,"지역기준 : 제주도, 서귀포시",,31,제주특별자치도,제한없음,제한없음,제한없음,,,제한없음
20240419005400200022,현금지급,제주청년희망 사다리 재형저축,"급여,근로자,재형저축",도내 기업에 취업한 청년근로자의 목돈마련 기회제공을 통해 장기근속을 보장하고 청년의 지역정착 유도,복지문화,"취약계층 및 금융지원,건강","□ 지원내용
  ○ 지원 대상자
   - 중소기업(단, 지원기간 동안 사업자등록증 상 사업장 소재지가 제주도 내로 되어 있어야 함)
   - 청년근로자(만18세~39세)
   - 대한민국 국적으로 신청일 현재 제주특별자치도내 주소를 두고 있는 근로자
   - 중소기업의 대표자가 장기재직이 필요하다고 지정하는 근로자로서, 당해 중소기업에 6개월 이상 재직 중인 
    「근로기준법」 제2조에 따른 근로자
   - 월 급여 기준 : 346만원 미만인 근로자(신청일 직전 3개월 평균 급여) * 2023년도 기준
     (2022년 9월 5인 이상 사업체(전국) 월 정액급여 346만원)
       ※ 월 급여 기준 : 2024년도 지원자격 상 급여 기준은 2024년도 공고 참조


  ○  지원 받을 수 있는 사항
   - 매월 50만원(청년근로자 10만원, 기업 15만원, 도 25만원)을 5년간 적립 후 만기 시 적립금을 청년근로자에게 지급
    (5년 적립 시 청년 근로자에게 최대 3,000만원 + 이자 지급)

○지원상세
 <제주청년 희망사다리 재형저축 사업>이란 ?
- 도내 기업에 취업한 청년근로자의 목돈마련 기회제공을 통해 장기근속을 보장하고 청년의 지역정착 유도",제주특별자치도 경제통상진흥원,제주특별자치도경제통상진흥원,마감,,,,,"○ 신청방법
- 재형저축에 참여를 희망하는 기업은 5년 이상 장기재직이 필요한 청년근로자에 대하여 신청서를 작성하여 구비서류와 함께 진흥원에 제출 
- 주관: 제주특별자치도 경제통상진흥원 (제주시 연삼로 473 지하 1층)
- 공고 및 사업문의 : 제주경제통상진흥원 기업지원처 자금지원팀 (tel: 064-800-7615)",,,,,https://jejuyouthdream.com/policy/172?page=2&size=48,,N,19,39,,,,,,28,제주특별자치도,제한없음,재직자,제한없음,,,제한없음
20240418005400200007,기타,청년 어학·자격시험 응시료 지원 사업(관악구),"자격시험,어학,응시료",서울특별시 관악구에서는 청년들의 경제적 부담을 덜고 자기개발 의욕을 고취하여 취업역량을 강화하기 위한 2024년 청년 어학·자격시험 응시료 지원 사업,일자리,"취업,창업","2024년 연내에 외국어, 국가기술자격, 한국사능력검정시험 등 ‘어학 · 자격시험 등 응시료’도 지원",관악구청 청년정책과 청년일자리팀,관악구청 청년정책과 청년일자리팀,마감,,,,,공고예정,,,,,https://www.gwanak.go.kr/site/gwanak/ex/bbs/View.do?cbIdx=295&bcIdx=159251,,N,19,34,,,,,,32,서울 관악구,제한없음,미취업자,제한없음,,,제한없음
20240418005400200032,상담,서귀포시 스타트업베이 운영,"창업,지식재산권,스타트업베이","청년 창업, 일자리 창출과 지역경제 활성화를 위해 서귀포에 창업생태계를 구축",복지문화,취약계층 및 금융지원,"□ 대표 내용 / 지원 대상자
  ○ 만 39세 이하 (예비)창업자
  ○ 기술·네트워크·전문성을 보유한 창업가는 나이제한 없이 지원가능, 신청자격 확인 필수

□  지원받을 수 있는 사항
  ○ 초기창업 시기에 필요한 업무공간 지원
  ○ 창업 시기별 맞춤법 교육 및 전문가 멘토링 연계 등 엑셀러레이팅 프로그램 제공으로 사업고도화 지원
  ○ 시제품제작, 지식재산권 취득, 마케팅 비용 등으로 기업당 500만원 이내 사업화 자금 지원 등",서귀포시 경제일자리과 / 일자리지원팀,서귀포시 경제일자리과,마감,,,,,"□ 신청방법
  ○ 스타트업베이 홈페이지로 접수

□ 제출서류

입주신청서(첨부양식, *필수), 사업계획서(첨부양식, *필수), 개인정보활용동의서(첨부양식, *필수), 대표자 신분증 사본 및 이력서(자유양식, *필수), 사업자등록증 사본(*기창업자 필수), 법인등기부등본(해당자에 한함), 우대가점 신청서(해당자에 한함)
ㅇ 더 자세한 내용은 스타트업베이 홈페이지로 알아보기

https://startupbay.or.kr/",,,,,https://jejuyouthdream.com/policy/177?page=2&size=48,https://startupbay.or.kr/,N,19,39,,,,지역기준 : 서귀포시,,6,제주특별자치도,제한없음,제한없음,제한없음,,,제한없음
20240418005400200014,기타,청년 국가자격증 응시료 지원(양천구),"국가자격증,응시료,모든",취업을 준비하는 지역 청년들이 응시료 부담 없이 자기계발에 집중할 수 있도록 청년 취업연계가 가능한 자격증 취득 응시료 지원사업,일자리,"취업,창업","- 최초 신청연도에 한해 1인당 최대 10만 원 (실비) 지원(생애1회)
- 기존 모든 어학, 한국사능력검정시험에 더해 880여 종의 모든 국가자격증 시험까지 확대",양천구청,양천구청 일자리경제과 청년정책팀,마감,,,,2024.01.-2024.12.,양천구청 홈페이지 온라인 신청(신청서 온라인 작성 및 증빙서류 업로드),"○ 자격 확인 후 지원요건 충족 시 선정
   - 확인내용: 연령, 거주기간, 미취업 상태 및 사업자등록사실 여부 등 지원금 지급 제출서류 확인 후 선정
   - 신청기간 내 상시 심사 검증을 통해, 신청자 순차적으로 선정
○ 선정발표: 매월 25일 개인별 문자 발송",https://www.yangcheon.go.kr/site/yangcheon/ex/testfee/testFeeSelfCheck.do,"○ 제출서류 
① (필수)자격증 등 시험 응시료 지원 신청서(시스템 입력)
 ② (필수)개인정보 수집·이용에 관한 동의(시스템 입력)
 ③ (필수)보조금 부정수급 관련 확약서(시스템 입력) 
 ④ (선택)행정정보공동이용 동의(시스템 입력)
 ⑤ (필수)주민등록 초본(최근5년 변동이력 포함) ※ 주민등록번호 뒷자리 가리고 제출 
    ☞ 주민등록지 및 양천구 거주기간 확인
 ⑥ (필수)고용보험피보험자격이력내역서 ※ 주민등록번호 뒷자리 가리고 제출
   -(선택) 근로계약서 1부(또는 계약기간 및 근로시간, 공공근로를 증명할 수 있는 증명서)
   : 고용보험에 가입되어 있더라도 3개월 이하 또는 주26시간 이하 단기근로자, 공공근로자일 경우 제출
    ☞ 미취업 여부 확인 
 ⑦ (필수)사실증명(사업자등록사실여부) ※ 주민등록번호 뒷자리 가리고 제출
    ☞ 사업자등록 여부 확인 
 ⑧ (필수)응시 사실 확인 증빙(응시확인서 또는 성적표 중 택1) 제출
 ⑨ (필수)응시료 결제 영수증(결제금액 표기) 제출
 ⑩ (필수)통장 사본(신청자 본인 명의) 제출","○ 지급시기: 매월 30일
   - 매월 10일까지 접수분: 매월 30일 지급 예정
   - 매월 11일~31일까지 접수분: 다음 월 30일 지급 예정
   - 예산 미소진시‘24.12.11.~12.31. 신청분 : 다음연도 1월에 지급",https://www.yangcheon.go.kr/site/yangcheon/ex/bbs/View.do?cbIdx=290&bcIdx=283137,,N,19,39,,,,매월 10일까지 구청 누리집을 통해 신청서를 작성한 후 증빙서류를 함께 제출하면 심사 검증을 거쳐 선착순으로 응시료를 지원,"취업청년, 타지자체 청년",17,서울 양천구,제한없음,미취업자,제한없음,,,제한없음
20240418005400200004,상담,"국민취업지원제도(Ⅰ유형,Ⅱ유형)","ⅰ유형,ⅱ유형,재산","취업을 원하는 사람에게 취업지원서비스를 종합적으로 제공하고, 저소득 구직자에게는 생계를 위한 최소한의 소득도 지원하는 한국형 실업부조.",일자리,"취업,창업","□ 지원내용
  ○ 주민등록표 등재된 가구원의 <소득 및 재산>에 따라 2개의 유형으로 나뉩니다!
   1) Ⅰ유형 : 가구원의 중위소득 120% 이하(재산 5억 이하) 18세~34세 청년 
   2) Ⅱ유형 : 18세~34세 청년(소득 및 재산 무관)

□ 유형별 지원받을 수 있는 사항
  ○ Ⅰ유형 : 취업지원 서비스 + 구직촉진수당 (월 50만원 x 6개월)
  ○ Ⅱ유형 : 취업지원 서비스 + 취업활동비용 (직업훈련 참여시 월 최대 28만4천원x 6개월 등)

□ 아래의 경우, 소득 및 재산 요건이 해당되도Ⅰ유형 참여 불가
  ○ 생계급여 수급자
  ○ 실업급여, 청년수당 수급 후 6개월 및 직접일자리 사업종료 후 6개월이 경과되지 않은 자

□ 지원상세
  ○  <취업지원 서비스>란?
고용센터(또는 민간운영기관) 담당자의 지원을 받아 심층상담과 함께 취업활동계획 수립
취업에 필요한 직업훈련, 일경험프로그램, 취업알선 등 지원

 

  ○  <구직촉진수당>이란?

   -Ⅰ유형 참여자의 최소한의 생활안정 위해 최대 300만원 (50만원 x 6개월) 지원
     미성년자, 고령자(만 70세 이상) 등 부양가족이 있는 경우 월 최대 40만원까지 추가지원 가능


  ○   <취업활동비용>이란?

  - Ⅱ유형 참여자의 직업훈련 참여 기간 동안 최대 6개월 범위 내 수당 (월 최대 284천원) 지원",고용노동부,제주특별자치도 고용센터,마감,,,,,"□ 신청방법

- 국민취업지원제도 공식사이트 (https://www.kua.go.kr/uaptm010/selectMain.do) 또는 직접방문

- 사전에 워크넷 (https://www.work.go.kr/)에서 구직신청 필수

- 상담을 위한 고용센터는 거주지역에 따라 제주시(이도일동), 서귀포시(동흥동) 이용 가능",,http://www.kua.go.kr,,,https://jejuyouthdream.com/policy/180?page=2&size=48,,N,19,39,,,,,,137,제주특별자치도,제한없음,미취업자,제한없음,,,제한없음
20240418005400200026,교육,2024년 청년도전지원사업 참여자 모집,"의욕,고취와,사회활동","미취업 청년의 사회활동 참여 의욕 고취와 자신감 향상을 위한 프로그램, 참여수당 및 인센티브 지원","일자리, 교육","취업,교육비지원","□ 지원대상 : 6개월이상 취업 ,교육, 직업훈련 참여 이력이 없는 만 18 ~ 34세 청년 
*안동시 거주자는 39세까지 모집

□ 지원내용 : 미취업 청년의 사회활동 참여 의욕 고취와 자신감 향상을 위한 프로그램, 참여수당 및 인센티브 지원

□ 지원방법 : 워크넷 접속 후 '청년도전지원사업' 신청",(사) 사회적경제허브센터,(사) 사회적경제허브센터,마감,,,,,-,-,http://gbyouth.co.kr/policy/list.tc?mn=2379&pageNo=5069&no=610,-,-,http://gbyouth.co.kr/policy/list.tc?mn=2379&pageNo=5069&no=610,,N,18,39,,,,-,-,10,경상북도 안동시,제한없음,미취업자,제한없음,,,제한없음
20240418005400200013,기타,미취업 청년 어학 및 자격증 응시료 지원(성북구),"응시료,자격증,2024","서울특별시 성북구 청년 기본 조례에 의거, 청년들의 능력개발과 구직활동 촉진을 위해 「2024 미취업 청년 자격증 응시료 지원사업」대상자 지원 사업",일자리,창업,2024.1.1. 이후 응시한 국가공인자격증 및 어학시험 응시료(1인당 10만원 한도 실비지원),중랑구청 일자리정책과,중랑구청 일자리정책과,마감,,,,2024.3~2024.12,,,https://www.sb.go.kr/main/supTake/supTake.do?menuNo=92000000&subMenuNo=92120000&thirdMenuNo=&fourthMenuNo,미취업 청년 응시료 지원 신청페이지 참조,문의:  02-2241-3996,https://www.sb.go.kr/main/cop/bbs/selectBoardArticle.do?bbsId=B0317_main&nttId=9501429&menuNo=95000000&subMenuNo=95030000&thirdMenuNo=95031000&fourthMenuNo=,,N,19,39,,,,,"취업청년, 타지자체 청년",41,서울 성북구,제한없음,미취업자,제한없음,,,제한없음
20240418005400200012,프로그램,"대학생 아르바이트(제주시, 서귀포시)","아르바이트,마련의,시정업무","관내 대학생들에게 방학동안 직·간접적인 시정업무 체험과 사회 경험을 통한 진로 탐색 및 
 학비 마련의 기회를 제공",일자리,"취업,창업","□ 대표 내용 / 지원 대상자
  ○ 관내 대학생들에게 방학 동안 직?간접적인 시정업무 체험
  ○ 사회 경험을 통한 진로 탐색 및 학비 마련의 기회를 제공


□  지원받을 수 있는 사항
  ○ 방학기간 동안 아르바이트 기회 제공
  ○ 아르바이트(배치부서 업무 특성에 따른 행정업무 지원)


□ 이런 분만 신청 가능
  ○ 본인 또는 부모가 제주시 또는 서귀포시에 거주지를 둔 대학 재·휴학생

□ 지원상세
ㅇ 대학생 아르바이트 정책이란 ?
- 관내 대학생들에게 방학동안 직?간접적인 시정업무 체험과 사회 경험을 통한 진로 탐색 및  학비 마련의 기회를 제공
- 매년 1~2월, 7~8월 ※ 방학 기간 만 운영",제주특별자치도,제주특별자치도,마감,,,,,"□ 신청방법

- 시청 홈페이지 아르바이트생 모집 공고 (동계 12월 / 하계 6월)

- 국민기초생활수급자, 법정저소득 한부모가족의 자녀, 장애인 본인 우선선발, 

 그 외 일반대상자는 무작위 추첨 선발",,,,,https://jejuyouthdream.com/policy/185?page=2&size=48,,N,19,39,,,,"지역기준 : 제주도, 제주시, 서귀포시
근로기준 : 사업자 참여불가","※ 평생교육법에 의한 원격대학, 사내대학, 전산원, 평생교육원등은 
 평생교육시설이므로 해당되지 않으며, 
 방송통신대학, 사이버대학, 국가평생교육진흥원, 학점은행 교육기관 학생은 
 신청자격에 해당하지 않음",12,제주특별자치도,제한없음,미취업자,"대학 재학, 대졸 예정",,,제한없음
20240418005400200003,기타,미취업청년 자격증 응시료 지원사업(중랑구),"중랑구,응시료,자격증","중랑구 청년 기본 조례에 의거, 청년들의 능력개발과 구직활동 촉진을 위해 「2024 미취업 청년 자격증 응시료 지원사업」대상자 모집",일자리,"취업,창업",자격증 응시료(1인 10만원이하) 지원,중랑구청 지역경제과 청년지원팀,,마감,,,,2024.02.~2024.12.,신청자 본인이 이메일 제출(jnyouth2274@jn.go.kr),"○ 자격 확인 후 지원요건 모두 충족 시 선정
     - 확인내용: 연령, 중랑구 거주, 미취업 여부 등 제출서류 확인 후 선정
     - 신청기간 내 상시 심사 검증을 통해, 신청자 순차적으로 선정
○ 선정발표: 매월 말일 개인별 문자 발송(※ 12월은 15일)
○ 지급시기: 익월 10일까지(※ 12월은 20일까지)",,"○ 제출서류
① (필수)응시료 지원 신청서 ※ 서명란에 자필 서명
② (필수)개인정보 수집·이용에 관한 동의 ※ 서명란에 자필 서명
③ (필수)주민등록 초본(최근 5년 주소 변동이력 포함) ※ 뒷자리 포함, 중랑구 거주여부 확인
④ (필수)고용보험 피보험 자격이력내역서 ※ 미취업 여부 확인
⑤ (필수)응시 사실 확인 증빙(응시확인서 또는 성적표 중 택1)
⑥ (필수)응시료 결제 영수증(실제 결제금액 표기) ※ 매출 전표 제출 원칙
⑦ (필수)통장 사본(신청자 본인 명의)
⑧ (선택)근로계약서 1부
※ 고용보험 가입 3개월 이하 또는 주 26시간 이하 단기근로자, 공공근로자일 경우 제출
※ 근로계약서가 없을 경우 계약기간 및 근로시간, 공공근로를 증명할 수 있는 증명서 제출

○ 제출방법: 이메일 제출(이메일 제목 ‘응시료 신청_신청자이름’으로 작성)
      - 스캔파일 또는 PDF출력본 제출 원칙 (※ 핸드폰 사진은 식별가능 한것만 인정)
      - 증빙서류는 신청일 기준 3개월 내 발급본만 인정(단, 응시 사실 확인 증빙은 제외)",문의처: 중랑구청 지역경제과 청년지원팀(☎ 02-2094-2274),https://www.jungnang.go.kr/portal/bbs/view/B0000117/152741?menuNo=200475,,N,19,39,,,,,,22,서울 중랑구,제한없음,미취업자,제한없음,,,제한없음
20240418005400200031,기타,손목닥터9988,"증진을,시민의,지난",시민의 건강생활 습관 형성과 건강 증진을 위해 지난 2021년부터 시작한 서울형 헬스케어 사업,복지문화,취약계층 및 금융지원,"걷기, 건강카드, 식단관리 등 미션달성 시 최대 10만 포인트 제공(서울페이로 전환·사용)",서울특별시 시민건강국 스마트건강과 스마트헬스케어운영팀,주관기관 동일,마감,,,,,손목닥터9988 누리집 또는 스마트폰 앱( 안드로이드 / iOS ) 통해 신청(회원가입),-,,-,문의: 서울시  1811-9988,https://onhealth.seoul.go.kr/main,https://onhealth.seoul.go.kr/bizGuide/participantGuide,N,19,,,,,"- 스마트폰(앱) 또는 개인 워치(갤럭시 및 애플)로 참여, 워치 미제공
- 건강취약계층 대상 8월 중 특별모집을 통해 스마트워치 보급 예정
- 특별모집 대상도 상시 모집기간에 휴대폰 또는 개인 워치로 참여 가능(워치 미제공)",-,10,서울특별시,제한없음,제한없음,제한없음,,,제한없음
20240418005400200036,현금지급,"청년내일저축계좌사업(차상위 이하, 초과 통합)","360만,3년,본인","저소득청년에 저축을 통한 자산형성을 지원하여 청년이 교육, 주거, 창업 등 미래에 투자하고, 위기에 대비할 수 있도록 지원",복지문화,취약계층 및 금융지원,"□ 지원대상 
  ○ 만 19~34세 (단, 수급자·차상위자는 만 15~39세) 중 소득·재산 요건을 충족하는 자


□ 만기수급액 
  ○ 3년 만기 후 720만 원 ~ 최대 1,440만 원 +이자 수급
  ○ (본인 360만 원+정부지원금 360만 원 ~ 1,080만 원)


□ 지원상세
  ○ 사업내용
     - 통장 가입 기간(3년) 동안 근로활동 지속하고, 교육 이수, 자금 사용계획서 제출 시 근로소득 장려금 지원
     - 매월 10만원 본인 저축 시,
       (차상위이하) 300천원, (차상위초과) 100천원 근로소득장려금 매칭",보건복지부 / 복지정책과,보건복지부,마감,,,,,,,,,,https://jejuyouthdream.com/policy/192?page=2&size=48,,N,19,39,,,,지역기준 : 제주도,,10,제주특별자치도,제한없음,제한없음,제한없음,,,제한없음
20240417005400200010,기타,청년 면접정장 무료대여 서비스(평택시),"무료대여,면접정장,자켓",구직을 앞둔 평택시 청년들에게 면접용 정장 무료대여 서비스를 실시하여 취업부담을 경감 시키고 구직활동을 촉진하여 취업성공을 지원하고자 청년 면접정장 무료대여 서비스 실시,일자리,"취업,창업","○  대여물품(면접정장)
      - 남자 : 자켓, 바지, 셔츠, 구두, 벨트, 타이
      - 여자 : 자켓, 스커트 또는 바지, 블라우스, 구두
○  대여기준(1인 1세트 기준)
      - 대여횟수 : 연간 총 5회 이하
      - 대여기간 : 3박4일/회(1박 연장가능)
      - 반납방법 : 직접 대여업체 방문 반납 또는 택배 이용",경기도 평택시,경기도 평택시,마감,,,,," 신청방법  
  -경기도일자리플랫폼 ‘잡아바’ https://apply.jobaba.net 접속
  -온라인 신청서 작성(신청서류 첨부) 신청 승인상태 확인 후 원하는 지점에 대여
   ※ 평일 09:00 ~ 18:00 한해서 신청내역 확인(점심시간 12:00 ~ 13:00, 주말 등 휴일 제외",,https://apply.jobaba.net," 제출서류 (자세한 사항은 공고문 참고)
  ① 주민등록등본/ 초본
    - 주민등록등본/초본일 경우 사업 신청일로부터 7일 이내 발급 서류에 한함
  ② 면접증빙서류
    - 회사명, 면접일시와 장소, 담당 연락처 기재된 면접일정알림 문자 혹은 이메일캡쳐본등
    ※ 면접증빙 서류 신청자 성함 반드시 기입
   ③ 워크넷 구직등록필증(구직인증번호 16자리 기재사항 확인용)",문의:  평택시청 청년정책과 청년정책팀 ☎ (031) 8024-3078,https://www.pyeongtaek.go.kr/pyeongtaek/bbs/view.do?bIdx=296241&ptIdx=41&mId=0401010000,,N,18,39,,,,,,9,경기도 평택시,제한없음,제한없음,제한없음,,,제한없음
20240417005400200034,상담,경기청년 마음상담소,"온라인,상담,상담소",청년 전문 상담소[리추얼리]의 청년을 위한 온라인 또래상담,복지문화,건강,"- 지원내용 : 또래상담사의 고민.걱정 상담
- 상담글 및 상담내용은 모두 비밀로 진행(온라인 모든 상담 비용 무료)",경기복지재단 경기청년지원사업단,,마감,,,,,,,https://youth.gg.go.kr/gg/home/login.do?auty=SNS&referer=%2Fgg%2Fmindcare%2Fconsultation-application2.do%3Fauty%3D6,,,https://youth.gg.go.kr/gg/mindcare/mindCare.do,,N,18,39,,,,,,8,경기도,농산업계열,제한없음,제한없음,,,제한없음
20240417005400200006,기타,청년면접정장 대여사업 '청년맞춤 취업옷장'(안성시),"안성시,자켓,바지",안성시 청년 구직자에게 면접정장 대여 지원을 통해 취업 준비로 인한 경제적 부담 완화와 청년층의 구직활동을 촉진 하고자 함,일자리,"취업,창업","○지원내용 : 취업준비생 면접용 정장 등 일체 
○대여물품(면접정장)
   - 남자 : 자켓, 바지, 셔츠, 구두, 넥타이, 벨트
   - 여자 : 자켓, 스커트(바지), 블라우스, 구두
○기간/횟수: 3박4일, 1인 연3회 이용 가능",경기도 안성시,경기도 안성시,마감,,,,,"1) 청년구직자 : 일자리지원사업 통합접수시스템 신청 신청서 작성
     - 구비서류: 서비스 신청서, 개인정보활용동의서, 주민등록 초본
     - 재학(휴학)증명서, 면접 증빙자료(면접 통보문자, 이메일 안내 등)
2) 안성시 : 자격요건 확인 후 지원 대상자 승인(쿠폰 발급)
     - 1인당 연 3회까지 신청가능 / 면접 소재지 제한 없음 
3) 업체방문 및 정장대여, 반납
     - 이용자 업체 방문 예약
     - 대여업체 방문대여(신분증, 쿠폰번호) : 첫 대여 시 방문 필수
     - 대여기간(3박4일) 내 반납 : 방문 또는 택배   ※ 택배비 (본인부담) / 대여기간 연체, 의류 손상, 분실 시 대여자 부담 
4) 만족도조사 응답
    - 정장반납 1주일이내 만족도 조사 응답 필수(후기등록)",,,,문의: 안성일자리센터  ☎ 031-678-3656,https://apply.jobaba.net/bsns/bsnsDetailView.do?bsnsSeq=2905,,N,18,39,,,,,,7,경기도 안성시,제한없음,제한없음,제한없음,,,제한없음
20240417005400200018,보증,청년월세 한시 특별지원 사업(영주시),"최대,한시적으로,임대료를",경제적 어려움을 겪고 있는 청년층의 주거비 부담 경감을 위해 청년월세를 한시적으로 지원,주거,전월세 및 주거급여 지원,"실제 납부하는 임대료를 최대 240만원(월 최대 20만원)까지 최대 12개월(회) 동안 매월 분할 지원(*임차보증금, 관리비 등은 제외)",국토교통부,영주시청(일자리경제과),특정기간,,20240226,20261231,2024-02-26 ~ 2026-12-31,-,-,http://gbyouth.co.kr/policy/list.tc?mn=2379&pageNo=5069&no=229,-,-,http://gbyouth.co.kr/policy/list.tc?mn=2379&pageNo=5069&no=229,,N,19,34,,,,-,"주택 소유자, 소득·재산 기준 초과자 등",37,경상북도 영주시,제한없음,제한없음,제한없음,20240226,20250225,제한없음
20240417005400200033,기타,The 경기패스,"경기패스,대중교통비,환급",국토부 시행 대중교통비 환급 지원 사업(K-패스) 기반 경기도 대중교통비 지원 사업,복지문화,취약계층 및 금융지원,"○ The 경기패스 경기도의 추가혜택
- K-패스의 이용횟수 제한 삭제 : (기존) 월 15~60회 → (변경) 월 15회 이상 무제한
- K-패스의 청년(30% 환급) 범위 확대 : (기존) 19~34세 → (변경) 19~39세","국토교통부, 경기도",한국교통안전공단,마감,,,,,"○ 전용 카드(선불형 또는 후불형)를 발급받고, K-패스 홈페이지 회원가입
○ K-패스와 The 경기패스 전용 카드가 별도로 구분되어 있지 않으며, 주민등록상 거주지가 경기도인 도민이 K-패스 카드 발급 후 K-패스 앱ㆍ홈페이지 가입하면 The 경기패스 혜택까지 받으실 수 있습니다.",,,,,https://www.gg.go.kr/bbs/boardView.do?bsIdx=464&bIdx=107844727&menuId=1536,https://alcard.kr/,N,19,39,,,,,,14,경기도,제한없음,제한없음,제한없음,,,제한없음
